group,year,#wounded,#killed,#killed_civilian,#killed_political,#killed_security,country,city,location,latitude,longtitude,target_desc,target_type
Kurdistan Workers' Party,1999,3,0,0,0,0,Turkey,Baskale,near the Iranian border,38.0475,44.015,Police Station,Security
Kurdistan Workers' Party,1999,16,1,1,0,0,Turkey,Bingol,Bingol Governor Suleyman Kamci's Office,38.886111,40.501667,Bingol Governor Suleyman Kamci,Political
Kurdistan Workers' Party,1999,10.5,0,0,0,0,Turkey,Istanbul,Taksim Square,41.017,28.967,Police bus,Security
Unknown Group,2000,23,7.5,2.5,0,5,India,Srinagar,Indian Army Headquarters,34.083,74.817,Headquarters of the 15th corps of the Indian Army,Security
Palestinian Islamic Jihad,2000,1,0,0,0,0,Palestine,Gush Katif (S),Israeli Military posta,31.36705017,34.29450989,Israeli Defense Forces,Security
Hamas,2000,6,0.5,0.5,0,0,Palestine,Mehola (S),Restaurant Jordan Valley Road inside Israeli settlement,32.365,35.514,Israeli civilians at Pundak Mehola resturant,Civilian
Chechen Republic of Ichkeria,2000,0,2,0,0,2,Russia,Urus-Martan,Novogroznensky District,43.1286111,45.5430556,School Building used as Russian Army Barracks,Security
Chechen Republic of Ichkeria,2000,0,3,0,0,3,Russia,Noybera,Barracks of 144th regiment of the internal troops,43.26763,46.27991,Russian Army Barracks,Security
Chechen Republic of Ichkeria,2000,81,31,0,0,31,Russia,Argun,Barracks of the Chelyabink unit,43.28,45.86,Russian Ministry of Interior paramilitary police (OMON),Security
Chechen Republic of Ichkeria,2000,7.5,3,0,0,3,Russia,Grozny,Oktyabrysky District of Grozny,43.32,45.68,Russian Interior Ministry paramilitary police (OMON) checkpoint,Security
Chechen Republic of Ichkeria,2000,6,6,0,0,6,Russia,Grozny,Outskirts of Grozny,43.32,45.68,Russian Interior Ministry paramilitary police (OMON) checkpoint,Security
Chechen Republic of Ichkeria,2000,9,1,0,0,1,Russia,Gudermes,Chechen Police Headquarters,43.3569444,46.1052778,Pro-Russian Chechen Police,Security
Chechen Republic of Ichkeria,2000,0,2,0,0,2,Russia,Gudermes,Checkpoints,43.3569444,46.1052778,Russian Army Commandant's Office,Security
Chechen Republic of Ichkeria,2000,5,2.5,0,0,2.5,Russia,Gudermes,Southwestern Outskirts of Gudermes,43.3569444,46.1052778,Russian Army checkpoint,Security
Liberation Tigers of Tamil Eelam,2000,27,15.5,0,15.5,0,Sri Lanka,Ratmalana,War Heroes Day Parade,6.81959,79.879622,Minister of Industries C.V. Gooneratne [killed],Political
Liberation Tigers of Tamil Eelam,2000,21,1,1,0,0,Sri Lanka,Colombo,Colombo Town Hall,6.932,79.848,Cabinet ministers being sworn in by the President,Political
Liberation Tigers of Tamil Eelam,2000,26,7,7,0,0,Sri Lanka,Colombo,Near main hospital in central Colombo,6.932,79.848,Health Minister Nimal Siripala de Silva [survived],Political
Liberation Tigers of Tamil Eelam,2000,28,12.5,12.5,0,0,Sri Lanka,Colombo,Police Post outside Prime Minister's Office,6.932,79.848,Prime Minister of Sri Lanka Sirima Bandaranaike [survived],Political
Liberation Tigers of Tamil Eelam,2000,43.5,16,11,0,5,Sri Lanka,Colombo,Borella area on the road to the Sri Lankan Parliament Building,6.932,79.848,Members of Parliament leaving Parliament Building,Political
Liberation Tigers of Tamil Eelam,2000,12.5,2,0,0,2,Sri Lanka,Wattala Town,Main highway five miles northeast of city center,6.981,79.899,Bus transporting Air Force personnel,Security
Unknown Group,2000,3.5,0,0,0,0,Sri Lanka,Kantale,home of M. K. Gunawardena,8.368,81.028,Pursuing Police Officers,Security
Unknown Group,2000,3.5,0,0,0,0,Sri Lanka,Kantale,home of M. K. Gunawardena,8.368,81.028,Pursuing Police Officers,Security
Liberation Tigers of Tamil Eelam,2000,47,10,0,10,0,Sri Lanka,Medawachchiya,Election rally,8.5533,80.45833,Civilians at rally,Political
Liberation Tigers of Tamil Eelam,2000,45,23,0,23,0,Sri Lanka,Trincomalee,Cultural Center Election meeting at the Cultural Centre of Mutur,8.571,81.233,People's Alliance (PA) candidate Muslim Mohammed Lathif Baithullah Muttur [killed],Political
Liberation Tigers of Tamil Eelam,2000,2,1,0,0,1,Sri Lanka,Trincomalee,Trincomalee,8.571,81.233,22-1 Brigade Commander Piyal Abeysekara [survived],Security
Unknown Group,2000,0,0,0,0,0,Sri Lanka,Trincomalee,Trincomalee port,8.571,81.233,Sri Lankan Navy (SLN) ships in the port,Security
Liberation Tigers of Tamil Eelam,2000,20,2,0,0,2,Sri Lanka,Trincomalee,Trincomalee port,8.571,81.233,Sri Lankan Navy (SLN) ship,Security
Liberation Tigers of Tamil Eelam,2000,6,0.5,0,0,0.5,Sri Lanka,Vavuniya,Vavuniya,8.751,80.497,Sri Lankan Army truck,Security
Liberation Tigers of Tamil Eelam,2000,11,5,0,0,5,Sri Lanka,Vettilaikerny (Off Coast),Off the coast of Vettilaikerny,9.675,80.55,Sri Lankan Navy (SLN) ship,Security
Liberation Tigers of Tamil Eelam,2000,0,12,0,0,12,Sri Lanka,Point Pedro (Off Coast),Off the coast of Point Pedro,9.875,80.275,Cargo Vessel carrying supplies to government troops in Jaffna,Security
Liberation Tigers of Tamil Eelam,2000,0,12,0,0,12,Sri Lanka,Point Pedro (Off Coast),Off the coast of Point Pedro,9.875,80.275,Cargo Vessel carrying supplies to government troops in Jaffna,Security
Al-Qaeda Central,2000,38,17,0,0,17,Yemen,Aden,Refueling station in the port,12.8,45.033333,US guided missile destroyer USS Cole,Security
Unknown Group,2001,0,2,0,0,2,Afghanistan,Khwajah Baha ud Din,a room at the headquarters in the Panjshir Valley,37.35,69.54,Ahmad Shah Massoud (Pro-Western Military Commander),Security
Unknown Group,2001,0,2,0,0,2,Afghanistan,Khwajah Baha ud Din,a room at the headquarters in the Panjshir Valley,37.35,69.54,Ahmad Shah Massoud (Pro-Western Military Commander),Security
Lashkar-e Taiba,2001,0,9.5,0,9.5,0,India,New Delhi,Central Legislative Chamber Main Entrance to the Parliament Chamber,28.6,77.2,Indian Parliament Building,Political
Jaish-e-Muhammad,2001,75,37,23,10.5,0,India,Srinagar,State Legislative Chamber Jammu and Kashmir legislature building,34.083,74.817,Legistlative Assembly,Political
Popular Front for the Liberation of Palestine,2001,2,0,0,0,0,Israel,Nahal Oz,Kibbutz Nahal Oz,31.473046,34.497754,Israeli Army Jeep,Security
Palestinian Islamic Jihad,2001,7.5,0,0,0,0,Israel,Jerusalem (West),King Solomon Street,31.78199,35.21961,Israeli civilians at Mamilla Hilton Hotel,Civilian
Hamas,2001,25,0,0,0,0,Israel,Jerusalem (West),French Hill Junction,31.78199,35.21961,Public Bus #6 transporting Israeli civilians,Civilian
Hamas,2001,13,2.5,2.5,0,0,Israel,Jerusalem (West),Hanevi¡¯im Street in western Jerusalem,31.78199,35.21961,Israeli Civilians,Civilian
Hamas,2001,110,14.5,14.5,0,0,Israel,Jerusalem (West),Restaurant Corner of King George and Yaffa streets,31.78199,35.21961,Israeli civilians at Sbarro restaurant,Civilian
Palestinian Islamic Jihad,2001,110,14.5,14.5,0,0,Israel,Jerusalem (West),Restaurant Corner of King George and Yaffa streets,31.78199,35.21961,Israeli civilians at Sbarro restaurant,Civilian
Hamas,2001,160,10.5,10.5,0,0,Israel,Jerusalem (West),Mall West Jerusalem,31.78199,35.21961,Yehuba Pedestrian Mall,Civilian
Palestinian Islamic Jihad,2001,7,2.5,0,0,2.5,Israel,Tel Aviv,Train Station North Tel Aviv,32.08088,34.78057,Benyamina Train Station,Civilian
Hamas,2001,95.5,20,20,0,0,Israel,Tel Aviv,Nightclub Dizengoff Street,32.08088,34.78057,Dolphinarium Night Club,Civilian
Palestinian Islamic Jihad,2001,95.5,20,20,0,0,Israel,Tel Aviv,Nightclub Dizengoff Street,32.08088,34.78057,Dolphinarium Night Club,Civilian
Hamas,2001,47.5,1.5,1.5,0,0,Israel,Kefar Saba,Bus Stop Tchernichovsky Street,32.175,34.90694,Israeli civilians waiting at Public Bus stop,Civilian
Hamas,2001,4,2,2,0,0,Israel,Kefar Saba,Bus Stop Near Mifgash Hashalom gas station,32.175,34.90694,Israeli students at Bus Stop,Civilian
Unknown Group,2001,8,0,0,0,0,Israel,Natanya,Beit Lid Intersection,32.33292,34.85992,Beit Lid Intersection,Civilian
Hamas,2001,27,0,0,0,0,Israel,Natanya,Street Herzl Street,32.33292,34.85992,Israeli Civilians,Civilian
Hamas,2001,58,2.5,2.5,0,0,Israel,Natanya,Corner of Herzl and Shoham Streets,32.33292,34.85992,Israeli Civilians,Civilian
Hamas,2001,98,6,6,0,0,Israel,Natanya,Shopping Mall entrance to the Sharon Shopping Mall,32.33292,34.85992,Sharon Shopping Mall,Civilian
Palestinian Islamic Jihad,2001,8,3,3,0,0,Israel,Hadera,Mahane 80 in the vicinity of Pardes Hana,32.43645,34.91956,Public Bus transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2001,46,1,1,0,0,Israel,Hadera,Bus Station Near central bus station,32.43645,34.91956,Public Bus transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2001,0,1,1,0,0,Israel,Beit Shean,Kibbutz Shluhot,32.49728,35.49632,Entrance to village,Civilian
Hamas,2001,0,1,1,0,0,Israel,Beit Shean,Kibbutz Shluhot,32.49728,35.49632,Entrance to village,Civilian
Hamas,2001,37.5,12,12,0,0,Israel,Haifa,Junction of Hagiborim and Yad Lebanim streets,32.8155556,34.9891667,Public Bus #16 transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2001,9,0,0,0,0,Israel,Haifa,Israeli Defense Forces (IDF) Checkpoint,32.8155556,34.9891667,Israeli Defense Forces (IDF) Checkpoint,Security
Palestinian Islamic Jihad,2001,15.5,0,0,0,0,Israel,Kiryat Motzkin,Caf_ Ben Gurion avenue,32.83706,35.0776,Israeli civilians at 'Wall Street Caf_',Civilian
Hamas,2001,55,3.5,3.5,0,0,Israel,Nahariyya,Train Station n/a,33.00586,35.09409,Train Station,Civilian
Hamas,2001,3.5,0,0,0,0,Palestine,Gush Katif (S),Hotel Gush Qatif Settlement,31.36705017,34.29450989,Israeli civilians at Palm Beach Hotel,Civilian
Hamas,2001,0,0,0,0,0,Palestine,Netzarim (S),Near Israeli Settlement Netzarim,31.48333,34.45,Israeli Defense Forces (IDF),Security
Hamas,2001,0,0,0,0,0,Palestine,Gaza City,Kissufim Junction Road Block,31.5,34.47,Israeli Army Post,Security
Hamas,2001,0,2.5,0,0,0,Palestine,Gaza City,Gaza Dugit Beach,31.5,34.47,Israeli Defense Forces (IDF),Security
Hamas,2001,1,0,0,0,0,Palestine,Gaza City,South Gaza Near Khan Yunis,31.5,34.47,Hasem Tufah Road Block,Security
Hamas,2001,2,0,0,0,0,Palestine,Bayt Hanun,Erez Crossing,31.535298,34.535787,Israeli Defense Forces (IDF) Checkpoint,Security
Hamas,2001,1,0,0,0,0,Palestine,Beka'ot (S),Jordan Valley,32.243333,35.453333,Israeli Defense Forces (IDF) Roadblock,Security
Hamas,2001,0,6,6,0,0,Palestine,Homesh (S),Outskirts of the Homesh and Shavei Shomron Settlements,32.3,35.1833333,School bus transporting Israeli settler students,Civilian
Al-Aqsa Martyrs Brigade,2001,0,0,0,0,0,Palestine,Tulkarm,Outskirts of Tulkarem,32.31037,35.02863,Israeli Defense Forces (IDF) Roadblock,Security
Palestinian Islamic Jihad,2001,0,0,0,0,0,Palestine,Tulkarm,Outskirts of Tulkarem,32.31037,35.02863,Israeli Defense Forces (IDF) Roadblock,Security
Unknown Group,2001,0,2,0,0,2,Russia,Urus-Martan,Streets in the center of the town,43.1286111,45.5430556,Russian Commandant of Chechnya's Urus-Martan District Geydar Gadzhiyev,Security
Chechen Republic of Ichkeria,2001,0,1,0,0,1,Russia,Argun,Home of Movsar Timerbayev,43.28,45.86,Movsar Timerbayev Administrative Head of Argun,Political
Liberation Tigers of Tamil Eelam,2001,0,3,0,0,3,Sri Lanka,Colombo,Narahenpita Suburb,6.932,79.848,Ratnasiri Wickremanayake (Prime Minister),Political
Liberation Tigers of Tamil Eelam,2001,12,7,0,0,7,Sri Lanka,Colombo,Sri Lanka's only international airport,6.932,79.848,Katunayake Air Base,Security
Liberation Tigers of Tamil Eelam,2001,3,0,0,0,0,Sri Lanka,Batticaloa,Eastern Batticaloa,7.728,81.695,Senior Police Officer,Security
Liberation Tigers of Tamil Eelam,2001,6.5,3,1,0,2,Sri Lanka,Batticaloa,Marketplace,7.728,81.695,Military Intelligence Operatives,Security
Liberation Tigers of Tamil Eelam,2001,21.5,10.5,0,0,10.5,Sri Lanka,Trincomalee (Off Coast),Foul Point off the coast of Trincomalee,8.55,81.405,Sri Lankan Navy (SLN) ship,Security
Liberation Tigers of Tamil Eelam,2001,7,11,0,0,11,Sri Lanka,Mullaittivu (Off Coast),8 km of the coast of Mullaitivu,9.3,80.95,Two Sri Lankan Navy (SLN) patrol boats,Security
Liberation Tigers of Tamil Eelam,2001,0,4,0,0,4,Sri Lanka,Point Pedro (Off Coast),Off the coast of Point Pedro,9.875,80.275,Oil Tanker,Security
Liberation Tigers of Tamil Eelam,2001,0,4,0,0,4,Sri Lanka,Point Pedro (Off Coast),Off the coast of Point Pedro,9.875,80.275,Oil Tanker,Security
Revolutionary People's Liberation Party/Front,2001,6.5,1.5,0.5,0,1,Turkey,Istanbul,Turkish Police Station,41.017,28.967,Turkish Police,Security
Revolutionary People's Liberation Party/Front,2001,21.5,2.5,0,0,2,Turkey,Istanbul,Inonu Street in Gumussuyu neighborhood,41.017,28.967,a building that the Turkish Police post was waiting in,Security
Al-Qaeda Central,2001,106,184,59,125,0,United States,Washington DC,The Pentagon,38.898744,-77.033273,The Pentagon,Political
Al-Qaeda Central,2001,6185,2753,2753,0,0,United States,New York,Business Center World Trade Center Downtown Manhattan,40.7488,-73.9846,World Trade Center,Civilian
Unknown Group,2002,3,0.5,0,0,0.5,Afghanistan,Pol-e Charkhi,Entrance to headquarters,34.54,69.35,NATO-ISAF Headquarters for German forces,Security
Unknown Group,2002,3,1,0,0,1,China,Urumqi,Department Store Outside a department store at a traffic police stop,43.8,87.583,Tianshan Department Store,Civilian
Unknown Group,2002,90,6,6,0,0,Finland,Vantaa,Shopping Mall Myyrmanni Shopping Mall,60.3,24.85,Myyrmanni Shopping Mall,Civilian
Jemaah Islamiya,2002,300,191,191,0,0,Indonesia,Kuta,Bar Paddy's Bar,-8.7286,115.180393,Western tourists at Paddy's Bar and Sari's Bar,Civilian
Jemaah Islamiya,2002,300,191,191,0,0,Indonesia,Kuta,Bar Paddy's Bar,-8.7286,115.180393,Western tourists at Paddy's Bar and Sari's Bar,Civilian
Al-Aqsa Martyrs Brigade,2002,4.5,0,0,0,0,Israel,Jerusalem (West),Restaurant Hanevi¡¯im Street,31.78199,35.21961,Israeli civilians at Yemenite Falafel Stand,Civilian
Palestinian Islamic Jihad,2002,16,0,0,0,0,Israel,Jerusalem (West),French Hill Junction,31.78199,35.21961,Public Bus #22 transporting Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2002,120,1,1,0,0,Israel,Jerusalem (West),Street Jaffa Street,31.78199,35.21961,Israeli Civilians,Civilian
Al-Aqsa Martyrs Brigade,2002,63.5,3,3,0,0,Israel,Jerusalem (West),King George Street,31.78199,35.21961,Israeli civilians at Caf_,Civilian
Al-Aqsa Martyrs Brigade,2002,21.5,2.5,2.5,0,0,Israel,Jerusalem (West),Kiryat Yovel Neighborhood Uruguay Street,31.78199,35.21961,Supermarket,Civilian
Al-Aqsa Martyrs Brigade,2002,77.5,6,6,0,0,Israel,Jerusalem (West),Mahane Yehuda Market,31.78199,35.21961,Israeli Shoppers,Civilian
Popular Front for the Liberation of Palestine,2002,77.5,6,6,0,0,Israel,Jerusalem (West),Mahane Yehuda Market,31.78199,35.21961,Israeli Shoppers,Civilian
Al-Aqsa Martyrs Brigade,2002,40,6.5,6.5,0,0,Israel,Jerusalem (West),Bus Stop French Hill Bus Stop,31.78199,35.21961,Israeli Commuters,Civilian
Hamas,2002,47.5,10.5,6.5,0,4,Israel,Jerusalem (West),Mexico Street Kiryat Menahem Neighborhood,31.78199,35.21961,Public Bus #20 transporting Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2002,48.5,10.5,10.5,0,0,Israel,Jerusalem (West),Beit Yisrael Neighborhood,31.78199,35.21961,Bar Mitzvah Celebrators,Civilian
Hamas,2002,44.5,11,11,0,0,Israel,Jerusalem (West),Caf_ Moment Caf_,31.78199,35.21961,Israeli Customers,Civilian
Hamas,2002,55,13,13,0,0,Israel,Jerusalem (West),Southern Beit-ul-Moqaddas,31.78199,35.21961,Public Bus #32 transporting Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2002,2.5,1,0,0,0,Israel,Jerusalem (West),Boundary Between West Jerusalem and East Jerusalem,31.78199,35.21961,Israeli Police Checkpoint,Security
Al-Aqsa Martyrs Brigade,2002,2,1,0,0,0,Israel,Jerusalem (West),Road between Jerusalem and Ma'aleh Adomim,31.78199,35.21961,Checkpoint,Security
Al-Aqsa Martyrs Brigade,2002,2.5,0,0,0,0,Israel,Modi'in-Maccabim-Re'ut,Jerusalem-Modi'in Highway,31.907653,35.007614,Israeli Defense Forces (IDF) Roadblock,Security
Al-Aqsa Martyrs Brigade,2002,35.5,1.5,1.5,0,0,Israel,Rishon Le Zion,Caf_ Israeli Civilians at Rothschild Pedestrian Mall,31.97102,34.78938,Chess Caf_,Civilian
Hamas,2002,53,15.5,15.5,0,0,Israel,Rishon Le Zion,Outskirts of Tel Aviv,31.97102,34.78938,Israeli civilians at a pool hall,Civilian
Al-Aqsa Martyrs Brigade,2002,30.5,0,0,0,0,Israel,Tel Aviv,Caf_ Allenby Street,32.08088,34.78057,Israeli civilians at coffee shop,Civilian
Palestinian Islamic Jihad,2002,15,0,0,0,0,Israel,Tel Aviv,Commercial area Intersection of Nafia Shanaan and Beny Barak Tel Aviv's old bus station,32.08088,34.78057,Israeli civilians in crowded commercial area,Civilian
Hamas,2002,33.5,5,5,0,0,Israel,Tel Aviv,Street Allenby Street Outside Tel Aviv's Main Synagogue,32.08088,34.78057,Public Bus #4 transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2002,33.5,5,5,0,0,Israel,Tel Aviv,Street Allenby Street Outside Tel Aviv's Main Synagogue,32.08088,34.78057,Public Bus #4 transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2002,30,4,4,0,0,Israel,Tel Aviv,Mall Neveh Sha¡¯anan Pedestrian Mall,32.08088,34.78057,Guest workers and recent immigrants,Civilian
Hamas,2002,26,1,1,0,0,Israel,Ramat Gan,Bus Stop Geha Highway Bus Stop near the Tel Aviv suburb of Bnei Brak,32.0812,34.81934,Public Bus #87 transporting Israeli civilians,Civilian
Al-Aqsa Martyrs Brigade,2002,36.5,1.5,1.5,0,0,Israel,Peta Tikva,Caf_ Em Hamoshavot Shopping Mall in Hamoshavot neighborhood,32.09174,34.88503,Israeli civilians at Bravisimo Caf_,Civilian
Al-Aqsa Martyrs Brigade,2002,11.5,0.5,0.5,0,0,Israel,Herzliyya,Restaurant Outside Restaurant,32.16627,34.82536,Israeli civilians at a falafel stand,Civilian
Al-Aqsa Martyrs Brigade,2002,36,2,2,0,0,Israel,Kefar Saba,Shopping Mall Arim Shopping Mall,32.175,34.90694,Israeli Shoppers,Civilian
Palestinian Islamic Jihad,2002,36,2,2,0,0,Israel,Kefar Saba,Shopping Mall Arim Shopping Mall,32.175,34.90694,Israeli Shoppers,Civilian
Popular Front for the Liberation of Palestine,2002,47.5,2,2,0,0,Israel,Natanya,Market Produce Market,32.33292,34.85992,Israeli Shoppers,Civilian
Hamas,2002,47.5,2,2,0,0,Israel,Natanya,Market Produce Market,32.33292,34.85992,Israeli Shoppers,Civilian
Hamas,2002,148,22.5,22.5,0,0,Israel,Natanya,Hotel Park Hotel on King David Street,32.33292,34.85992,Israeli Holocaust survivors at Passover Seder,Civilian
Unknown Group,2002,0,0,0,0,0,Israel,Bat Hefer (S),Site of Announced Security Fence,32.33307,35.01272,IDF Patrol,Security
Al-Aqsa Martyrs Brigade,2002,1,1,0,0,0,Israel,Baqah al-Gharbiyyah,Green Line Between the West Bank and Israel,32.423812,35.035739,Israeli Police,Security
Palestinian Islamic Jihad,2002,46.5,14.5,13.5,0,1,Israel,Hadera,Karkur Junction between Afula and Hadera settlements,32.43645,34.91956,Public Bus #841 transporting Israeli civilians,Civilian
Unknown Group,2002,0,0,0,0,0,Israel,Metzer,Border patrol checkpoint,32.4418,35.0435,police patrol,Security
Al-Aqsa Martyrs Brigade,2002,1,0,0,0,0,Israel,Umm Al-Fahm,Umm Al-Fahm Junction,32.51725,35.15349,Israeli Arab civilian transporting bomber in his car [likely failed attack],Civilian
Palestinian Islamic Jihad,2002,28.5,7,3,0,4,Israel,Umm Al-Fahm,Musmus junction in Wadi Ara,32.51725,35.15349,Public Bus #823 transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2002,3.5,1,0,0,0,Israel,Umm Al-Fahm,At the entrance of Umm Al-Fahm,32.51725,35.15349,Israeli Police patrol car,Security
Palestinian Islamic Jihad,2002,43.5,17,17,0,0,Israel,Megiddo,Megiddo Junction,32.579875,35.179846,Public #830,Security
Palestinian Islamic Jihad,2002,15.5,1,1,0,0,Israel,Afula,Bus Station Afula Bus Station,32.609885,35.290105,Public Bus #823 transporting Israeli civilians,Civilian
Palestinian Islamic Jihad,2002,1.5,0,0,0,0,Israel,Afula,Bus Stop at Ta¡¯anachim Junction,32.609885,35.290105,Israeli Defense Forces (IDF) Jeep,Security
Hamas,2002,15.5,9,9,0,0,Israel,Haifa,YagurJunction,32.8155556,34.9891667,Public Bus #960 transporting Israeli civilians,Civilian
Hamas,2002,37,13.5,13.5,0,0,Israel,Haifa,Restaurant Neve Sha¡¯anan,32.8155556,34.9891667,Israeli civilians at Matza Restaurant,Civilian
